币种,流通市值,全球指数,24H成交额,流通数量,24H涨幅
URALS-Urals Coin,¥71551.65,¥0.007077,¥104.78,"1,011.03万",-22.81%
BTCONE-BitCoin One,¥70909.22,¥0.007091,¥1931.38,"1,000万",+5.03%
KUN-KUN token,¥63570.39,¥31.7852,¥57787.55,2000*,+3.90%
RAGNA-Ragnarok,¥54863.63,¥0.010131,¥145.09,541.55万,+2.67%
STR-Staker,¥51059.99,¥0.045599,¥24.7137,111.98万,-24.48%
CMCT-CMCT,¥44318.26,¥0.00000222,¥18538.26,200亿,+10.34%
PNY-PEONY,¥42256.18,¥0.007479,¥1966.97,565.02万*,+9.76%
AIRDROP-AirdropToken,¥37809.02,¥0.00002908,¥83775.92,13亿*,+2.45%
ROCK-Rocketcoin,¥37665.90,¥0.000834,¥381.69,"4,514.72万*",+23.57%
PAXEX-Paxexcoin,¥19554.82,¥0.000965,¥28682.09,"2,026.34万",+105.36%
BENZ-Benz,¥18119.95,¥0.003041,¥722.53,595.9万*,-0.32%
SIM-Simmitri,¥14775.44,¥0.016460,¥268.03,89.77万,+4.21%
MODX-MODEL-X-coin,¥14471.34,¥0.3305,¥33.3495,43783,+4.73%
CTIC3-Coimatic 3.0,¥9088.43,¥0.004022,¥12.0774,225.95万,+12.48%
DOLLAR-Dollar Online,¥8863.04,¥0.011758,¥312.98,75.38万,-13.90%
MOC-MomoCash,¥789.80,¥0.001246,¥157.90,63.37万*,+84.58%
WIKI-Wiki Token,--,¥2.5746,¥91.74万,--,+5.62%
F1C-Future1coin,--,¥0.018745,¥9978.53,--,+8.92%
GNR-Gainer,--,--,--,"1,098.19万",0%
XMCT-海医币,--,--,--,2.45亿,0%
ZBTC-中比特币,--,--,--,160万*,0%
HSN-Helper Search Token,--,¥0.00000658,¥45761.65,--,+5.56%
HERO-Hero,--,¥0.1895,¥707.71,--,-22.04%
IHF-IHF,--,¥0.1085,¥2216.40,--,-11.18%
IQ-IQ Cash,--,¥0.045433,¥201.40,--,+1.56%
IXE-IXTUS Edutainment,--,--,--,"2,384.97万",0%
JSE-JSEcoin,--,--,--,4.43亿*,0%
KAT-Kambria,--,¥0.2053,¥602.64万,--*,+2.62%
LDBC-物数链,--,--,--,15亿*,0%
LML-LML,--,¥0.6710,¥39544.91,--,0%
MEETONE-MEET.ONE,--,¥0.009300,¥23.43万,--,+9.78%
MESSE-MESSE TOKEN,--,¥0.1071,¥39.17万,--,-9.03%
MOM-MomToken,--,--,--,1亿*,0%
MVPT-MVPT,--,--,--,6亿*,0%
NEAL-Coineal Token,--,¥0.033211,--,--*,+10.48%
3DB-三点半,--,--,--,20亿*,0%
AAA-Abulaba,--,¥0.008580,¥4522.26,--,-5.35%
BANK-Bank Coin,--,¥0.027117,¥2106.57,--*,-7.31%
BBK-Bitblocks,--,--,--,1.18亿,0%
OPQ-Opacity,--,¥0.1420,¥30266.74,--*,+2.82%
PASS-Blockpass,--,--,--,1.14亿,0%
PLY-PlayCoin [QRC20],--,¥0.2478,"¥1,256.9万",--,-2.41%
BUNNY-BunnyToken,--,--,--,1.18亿,0%
C2C-C2C System,--,--,--,3亿,0%
CARAT-CARAT,--,¥7.6733,¥118.17万,--,+5.86%
RBTC-RSK,--,¥23687.07,¥13467.77,--,+5.15%
SHDW-Shadow Token,--,--,--,700万,0%
CEFS-CryptopiaFeeShares,--,¥2151.58,¥13490.82,--,+14.78%
CRE-Cybereits,--,¥0.007313,¥18794.68,--,+5.15%
DACC-DACC,--,¥0.000935,¥121.07万,--,-2.57%
SOOM-SOOM,--,¥0.4276,¥90.01万,--,+29.88%
DAXT-DAXT,--,¥0.042504,¥169.85,--,+0.02%
TCN-Tcoin,--,¥0.3181,¥15398.80,--,+5.49%
ADD-EOSADD,--,¥0.001504,--,--*,-5.45%
TDC-Trendercoin,--,--,--,--,0%
TKT-Twinkle,--,¥0.023821,¥110.49万,--,+73.13%
ESS-Essentia,--,¥0.008829,¥107.96万,--,+17.77%
UT-Ulord,--,¥0.3106,¥85402.05,--*,+3.99%
ETU-以太宇宙,--,--,--,450亿*,0%
EXMR-EXMR,--,--,--,"1,182.01万",0%
VTHO-雷神之能,--,¥0.002611,¥97.92万,--,+5.33%
FFF-FFF News,--,--,--,--*,0%
FLOT-Fire Lotto,--,¥0.1357,¥2276.64,--,-10.32%
PWV-Wavebase,--,--,--,--,0%
WELL-WELL,--,--,--,"7,007.51万",0%
WC-云尊币,--,--,--,--,0%
LTK-玩客币（链克）,--,--,--,5.93亿,0%
X12-X12 Coin,--,--,--,--*,0%
GEM-Gems,--,¥0.007313,¥9637.42,--*,-1.92%
ZEST-ZestCoin,--,--,--,--,0%
HOLD-HOLD,--,¥0.004457,--,--,+7.05%
LST-LST,--,¥0.004763,¥2863.58,--,+3.23%
LSTR-Luna Stars,--,--,--,--,0%
ONE-Menlo One,--,--,--,3亿,0%
MGXT-MGCoinXT,--,--,--,1亿*,0%
MIR-MIR COIN,--,¥0.3009,"¥2,192.66万",--,+4.15%
MOC-Moss Coin,--,--,--,--,0%
MOZO-Mozo Token,--,--,--,7.57亿,0%
NEP-奶瓶,--,--,--,8亿*,0%
ALX-ALAX,--,¥0.018835,¥1148.05,--,-0.69%
ALT-Alt.Estate token,--,--,--,7.06亿,0%
ACTP-ACTP,--,--,--,48.35亿,0%
ATD-Atidium,--,--,--,--*,0%
BBS-BBSCoin,--,¥0.00000963,¥3990.17,--*,+2.21%
NET-Nimiq Exchange Token,--,--,--,"1,050万",0%
NPW-新力量币,--,¥0.4523,¥18128.04,--*,-0.92%
OAS-OASES CHAIN,--,¥0.001833,¥4790.32,--*,-12.33%
BOB-Bob's Repair,--,--,--,"7,828.63万",0%
PLURA-PluraCoin,--,--,--,2.69亿*,0%
BUBO-Budbo,--,¥0.020975,¥129.31,--,+5.91%
PGT-Puregold Token,--,--,--,--,0%
CBR-CCBrother,--,--,--,3.5亿*,0%
CRBT-Cruisebit,--,--,--,"2,647.61万",0%
DKPC-DarkPayCoin,--,¥0.2079,¥1457.93,--*,+34.69%
STACS-STACS,--,--,--,4.8亿,0%
DWS-DWS,--,¥0.018108,¥21.81万,--,-3.25%
EARTH-Earth Token,--,--,--,2.05亿,0%
TERN-Ternio,--,¥0.068721,¥19.76万,--,-2.21%
TIO-trade.io,--,--,--,"8,992.14万*",0%
TTC-TTC Protocol,--,¥0.1313,¥140.25万,--,-1.56%
ESCE-Escroco,--,--,--,6.35亿,0%
TWIST-TWIST,--,--,--,--,0%
ULT-Ultiledger,--,¥0.041244,--,--*,+1.92%
VEE-VEE,--,--,--,--*,0%
WTL-Welltrado,--,--,--,"3,709.76万",0%
WSP-Wispr,--,--,--,"2,663.35万",0%
GCT-GeekChain,--,--,--,--*,0%
GGPC-GGPC,--,--,--,189亿*,0%
XPO-神秘链,--,--,--,40亿*,0%
YEX-YEX Token,--,--,--,420.24万*,0%
GOT-GOToken,--,¥4.0122,¥26571.71,--*,+3.43%
ZAG-战歌,--,--,--,"5,000万*",0%
ZEUS-Zeus Crowdfunding,--,--,--,700亿,0%
HUSD-HUSD,--,¥6.9254,¥1.09亿,--*,-0.13%
ICNQ-Iconiq Lab Token,--,¥0.3184,¥13.67万,--,-14.39%
INCO-Incodium,--,--,--,--*,0%
FKX-Knoxstertoken,--,--,--,1.15亿,0%
LMM-LMM,--,--,--,7亿*,0%
XMO-Monero Original,--,¥2.3911,¥1656.39,--*,+4.21%
NEC-Nectar,--,--,--,"8,235.3万",0%
APR-APR Coin,--,--,--,623.03万,0%
BTB-BiTBrothers,--,--,--,"3,456万*",0%
OMEN-OmenCoin,--,¥0.001669,¥331.63,--*,-32.60%
ONE-ONE Token,--,--,--,3.03亿,0%
OPEN-Open Platform,--,--,--,4.36亿,0%
BKB-币客积分,--,¥0.8275,--,--*,+5.01%
PLUS1-PlusOneCoin,--,¥0.2290,¥328.37,--,+28.65%
CAR-CarBlock,--,¥0.005774,¥33.32万,--,+3.19%
CEDEX-CEDEX Coin,--,¥0.2633,¥5806.32,--,+12.13%
RPD-Rapids,--,--,--,24.07亿,0%
COBRA-Cobrabytes,--,¥0.019029,¥1782.08,--,+8.16%
REPO-Repo Coin,--,--,--,1.1亿,0%
RBMC-Rubex Money,--,¥0.001669,¥3155.74,--,+5.92%
SNO-SaveNode,--,¥0.008926,¥680.16,--,+46.12%
CRBC-国际文博链,--,--,--,5亿*,0%
AOG-smART OF GIVING,--,--,--,"5,969.19万",0%
DASC-Dascoin,--,¥0.1353,¥30.37万,--*,+4.14%
KST-StarCoin,--,¥0.027436,¥2960.81,--*,+2.30%
DKKT-DKK Token,--,--,¥52.74万,1亿*,0%
DOW-Dowcoin,--,--,--,--,0%
SNX-SNX,--,--,--,"6,748.23万",0%
DSCOIN-天网,--,--,--,60亿*,0%
BLACK-eosBLACK,--,¥0.1804,¥4935.81,--,+30.99%
BLUE-Blue Protocol,--,--,--,"3,664.53万",0%
UDOO-uDoo,--,¥0.1002,¥28.85万,--,+1.27%
EVN-EvenCoin,--,--,--,"1,894.54万",0%
VEVUE-VEVUE,--,--,--,"4,000万*",0%
VITES-Vites Coin,--,--,--,303.04亿*,0%
FND-FundRequest,--,--,--,"4,707.07万",0%
WLO-Wollo,--,--,--,--*,0%
GZRO-Gravity,--,¥0.001206,¥2739.35,--*,-35.82%
ZAIF-ZAIF,--,¥0.009231,--,--*,+6.36%
GU-谷腾,--,--,--,71亿*,0%
HHT-H网通证,--,--,--,"3,000万*",0%
ICST-ICST,--,--,--,9亿*,0%
SEE-Insee Coin,--,¥0.1000,¥16.53万,--*,+3.09%
LIVE-Live Stars,--,--,--,"3,973.09万",0%
LOBS-Lobstex,--,--,--,"1,153.99万",0%
MIB-MIB Coin,--,¥0.1451,¥109.59万,--,+3.32%
MIC-Mindexcoin,--,--,--,"1,303.73万",0%
ABLX-ABLE,--,¥0.001095,¥18.64万,--,+0.07%
ABBC-Alibabacoin,--,¥0.5077,"¥6,592.36万",--,+10.95%
ALTX-Alttex,--,--,--,--,0%
ASA-Asura Coin,--,¥0.002853,¥46776.68,--,-17.95%
BFF-BFFDoom,--,--,--,--,0%
OBX-OBXcoin,--,¥0.001448,¥133.46,--*,+54.02%
BITS-Bitcoinus,--,--,--,"4,529.43万*",0%
BLOC-BLOC.MONEY,--,--,--,789.15万*,0%
PXG-PlayGame,--,¥0.034603,¥659.8万,--*,-1.79%
XPX-ProximaX,--,¥0.029499,¥608.02万,--,+6.92%
C8-C8,--,--,--,"5,117.62万",0%
QAC-Quasarcoin,--,¥0.1948,¥37.88万,--*,+2.85%
CODY-Coindy,--,¥0.014023,--,--*,+6.44%
ROBET-RoBET,--,--,--,79.87万,0%
CGEN-CGEN,--,--,--,--,0%
CJT-ConnectJob,--,--,--,1.13亿,0%
SFU-Saifu,--,--,--,--,0%
CPLO-Cpollo,--,--,--,81.52亿,0%
CRO-CRO,--,¥0.097743,¥432.78万,--,0%
TMC-Timicoin,--,¥0.1830,¥10568.94,--*,+12.07%
TRAID-Traid,--,¥0.004584,¥460.17,--,-2.45%
UPP-Sentinel Protocol,--,¥0.097459,"¥1,485.41万",--*,+11.29%
IQ-Everipedia,--,¥0.017471,¥59.74万,--,+3.53%
FCANDY-FCoin糖果,--,--,--,--*,0%
ACDC-Volt,--,¥0.004962,¥110.84万,--,-6.22%
FRV-Fitrova,--,--,--,75.89亿,0%
WECC-授权链,--,--,--,19.2亿*,0%
FUNDZ-FundToken,--,--,--,--,0%
WXC-WXCOINS,--,¥4.9463,¥25.14万,--,-5.97%
GEEK-极客链,--,--,--,6.13亿*,0%
XRA-Xriba,--,¥0.1946,¥21039.89,--,+20.09%
HMC-HarMonyCoin,--,--,--,56.12万,0%
HAT-Hat.Exchange,--,--,--,144.64万,0%
ZZM-ZZM,--,--,--,"4,000万*",0%
HNDC-HondaisCoin,--,--,--,--*,0%
IFTC-IFTC,--,--,--,11亿*,0%
IMCS-摩斯币,--,--,--,4亿*,0%
INCX-INCX,--,¥0.013649,¥22.11万,--,+7.68%
IRD-Iridium,--,--,--,"1,457.09万*",0%
IVN-量子加密币,--,--,--,193.8亿*,0%
KBC-Karatgold Coin,--,¥0.090388,¥73.36万,--,+5.36%
LQD-Liquidity Network,--,¥0.2690,¥442.91万,--*,+1.26%
IOTX-IoTeX,--,¥0.051222,"¥1,464.87万",--*,+4.77%
MCT-MCT,--,¥0.004374,¥14.33万,--,+4.56%
MC-MediBit Coin,--,--,--,--*,0%
MBC-MicroBitcoin,--,¥0.000417,¥14998.96,--*,-7.32%
MLD-MOLD,--,¥0.002592,¥18.1926,--*,+7.54%
MSC-MSC,--,¥0.016176,¥80.91万,--*,-3.90%
NC-NewChat,--,--,--,30亿*,0%
NT-币诺币,--,¥0.002115,¥7067.24,--*,-0.65%
BIN-Bin,--,--,--,15亿*,0%
NUG-Nuggets,--,¥0.001402,--,--,+16.83%
BTI-Bitcoin Instant,--,--,--,1.35亿,0%
BTNT-BitNautic Token,--,¥0.035482,¥7588.19,--,+12.60%
BC-Block-Chain.com,--,¥0.1930,¥92.6432,--,-4.48%
BOE-菩提以太,--,¥0.1196,¥65452.88,--*,+2.37%
PLC-PlatinCoin,--,¥32.6916,"¥1,320.56万",--*,+4.03%
BDB-Btcdo Token,--,--,--,--*,0%
BCARD-CARDbuyers,--,¥0.019542,¥36.5286,--,-7.60%
CPG-Castle Peak Game,--,--,--,"7,350万*",0%
CEN-Centaure,--,--,--,--,0%
CHEESE-Cheese,--,--,--,2.79亿,0%
RGS-RusGas,--,--,--,34.16亿,0%
CNET-ContractNet,--,¥0.033114,¥370.95,--*,-16.19%
SPN-Sapien,--,--,--,2.01亿,0%
CHE-CHE,--,--,--,--,0%
CXE-CXE,--,--,--,2亿,0%
SPD-SPINDLE,--,¥0.006560,¥21.14万,--,-15.62%
SURE-SURETY,--,--,--,--,0%
DRINK-酒水链,--,¥6.4802,"¥1,152.6万",--*,-1.92%
UET-UET,--,--,--,396.57万,0%
EZW-EZOOW,--,--,--,111.31亿*,0%
VHKD-Virtual HKD,--,--,--,4.39亿*,0%
FI-FInsur,--,¥0.048528,--,--*,-5.67%
FSBT-Forty Seven Bank,--,¥0.8649,"¥1,077.96万",--,+0.16%
FRES-FRESCO Network,--,--,--,--*,0%
GMB-Gamb,--,¥0.002481,¥11.21万,--*,+4.08%
WHC-Wormhole,--,¥5.3909,--,--*,+8.46%
GOT-GoNetwork,--,¥0.1506,¥221.6万,--,+0.57%
ZP-Zen Protocol,--,¥1.1204,¥186.54万,--,-6.26%
HLD-HyperLending,--,--,--,1亿*,0%
MC-Market Coin,--,--,--,2亿*,0%
MXM-MaxiMine,--,¥0.075950,¥502.21万,--*,+1.67%
MEDX-MediBlocX,--,¥0.022630,¥358.11万,--*,+2.88%
NAM-NAM COIN,--,¥0.000630,¥3270.20,--,+11.22%
AGLT-Agrolot,--,--,--,--,0%
BEAT-BEAT,--,¥0.009930,¥12.32万,--*,-19.46%
BGG-Bgogo Token,--,¥0.008718,--,--,+3.01%
NGOT-恩玖币,--,--,--,12亿*,0%
NOBS-No BS Crypto,--,¥0.000960,¥106.55万,--,+3.53%
NUSD-NUSD,--,--,--,151.65万,0%
RSTR-Ondori,--,--,¥1.2132,366.11亿,0%
PTI-Paytomat,--,¥0.027796,--,--*,+10.87%
BOID-BOID,--,¥0.001313,¥5145.28,--*,-1.55%
BRZC-Breeze Coin,--,¥1.6453,¥8464.72,--*,+7.76%
PLAT-Platinum,--,¥0.003578,--,--,+20.44%
XCD-Capdax Token,--,--,--,--,0%
QBIT-Qubitica,--,--,--,--,0%
RTE-Rate3,--,¥0.008753,¥50.57万,--,-0.23%
RCD-RECORD Foundation,--,--,--,--,0%
CAC-CAC,--,¥0.056187,--,--*,-7.98%
COO-COO币,--,¥0.5010,¥61.98万,--*,-1.30%
CPS-CPSCOIN,--,¥0.056340,¥16867.32,--*,-1.43%
CROP-Cropcoin,--,--,--,--,0%
CIF-CIF,--,--,--,--,0%
SHOP-Shopin,--,¥0.047836,¥31721.90,--,-0.83%
CTE-职业链,--,--,--,10亿*,0%
SAT-SAT,--,¥0.008483,¥27625.72,--,+0.81%
DAV-DAV Token,--,¥0.019216,¥118.76万,--,-3.01%
DEL-DelChain,--,¥0.024444,"¥1,208.41万",--*,+10.72%
WAGE-Digiwage,--,--,--,"4,353.85万",0%
SGCC-超级游戏链,--,--,--,--,0%
NOTE-DNotes,--,--,--,1.54亿,0%
TTV-TV-TWO,--,--,--,4.08亿,0%
EXC-Eximchain,--,--,¥78820.72,"6,730.64万",0%
FJ-FCoinJP TOKEN,--,¥0.005055,¥456.94万,--*,+3.11%
FOAM-FOAM Token,--,¥0.2266,¥127.04万,--,+12.65%
WYS-wys Token,--,--,--,--,0%
XYT-柔付币,--,--,--,1.39亿*,0%
XG-GIGA,--,--,--,--,0%
XTRD-XTRD,--,¥0.004840,--,--,+35.75%
YCCC-小众文化,--,--,--,"2,200万*",0%
GCC-健康币,--,--,--,"8,000万*",0%
HCC-医疗链,--,--,--,5.5亿*,0%
HIGHT-HighCoin,--,--,--,--,0%
HYB-Hybrid Token,--,¥0.015622,¥9469.91,--*,+8.51%
HPS-HYPER PLAY,--,--,--,"4,500万*",0%
KXC-KingXChain,--,¥0.00001517,¥35166.54,--,-10.98%
MET-Metronome,--,¥4.2407,¥191.48万,--,+23.47%
MOLK-MobilinkToken,--,--,--,--,0%
NTK-NetKoin,--,¥0.000144,¥671.37,--*,+3.70%
NCP-NCP,--,--,--,"1,010.57亿",0%
ONE-ONE,--,¥0.004875,--,--*,+5.92%
ONOT-ONO,--,¥0.002548,¥156.14万,--*,-3.32%
ORS-ORS Group,--,--,--,--,0%
PALT-友链,--,¥0.001870,¥1959.70,--*,+8.00%
BCDT-BCDT,--,--,¥748.70,"3,113.81万",0%
PTR-Petro,--,--,--,--*,0%
BBK-Brickblock,--,¥0.002294,¥156.43,--,-36.28%
SET-点集网络,--,--,--,63亿*,0%
PUN-Punch Token,--,¥0.000827,¥5068.69,--*,+4.48%
MVP-冠军币,--,--,--,4亿*,0%
CMIT-CMITCOIN,--,--,--,--,0%
RKC-RookieCoin,--,--,--,--,0%
CSM-嘉信,--,¥18.8900,¥89972.65,--,+84.63%
SEAL-Seal Network,--,--,--,4.98亿,0%
SEC-赛克,--,--,--,69亿*,0%
YUP-Crowdholding,--,--,--,1.49亿,0%
SLT-SLT,--,¥0.017388,¥63390.49,--,-3.24%
DANG-当当链,--,--,--,4亿*,0%
DELC-Delink,--,¥0.081449,¥96.29万,--*,-6.79%
DDX-dietbitcoin,--,--,--,209.37万*,0%
SET-SET,--,--,--,--,0%
ECN-E-coin,--,--,--,35.04万,0%
THM-Themis Chain,--,¥0.001874,¥33411.74,--*,+4.53%
TSC-Thunderstake,--,--,--,4.52亿,0%
EOSRAM-EOS内存,--,--,--,99020*,0%
EST-电竞币,--,--,--,2亿*,0%
UBC-Ubcoin Market,--,--,--,--,0%
UICC-联养链,--,¥0.2220,¥39.96万,--*,-7.90%
ETI-EtherInc Coin,--,¥0.004380,¥11584.10,--,-15.38%
USDC-USD Coin,--,¥6.9677,"¥6,751.51万",--*,+0.01%
UST-链云,--,¥0.030420,¥93037.88,--*,+2.88%
VSTR-Vestoria,--,--,--,--,0%
FOIN-FOIN,--,¥5692.47,¥37.04万,--,-11.01%
WIT-万通宝,--,¥0.2478,¥3513.88,--*,+4.36%
WKT-威客币,--,--,--,"2,000万*",0%
WBL-WIZBL,--,¥0.032685,¥92066.13,--*,+7.83%
GST-Game Stars,--,¥0.002255,¥248.24万,--,+21.45%
GZE-盖思币,--,¥0.077834,¥79346.31,--,+5.82%
XPS-超级买,--,--,--,50亿*,0%
XRT-THE X-FACTOR,--,¥0.000156,¥352.19,--,-0.31%
HQT-HyperQuant,--,¥0.029548,¥112.58万,--*,-0.05%
IX-IX Token,--,--,--,2.7亿*,0%
JS-JavaScript Token,--,--,--,799.2万,0%
LEMO-LemoChain,--,¥0.022547,¥14.61万,--,+14.82%
LINA-Lina Review,--,¥0.099398,¥24.23万,--,-2.18%
LTH-路德链,--,--,--,3亿*,0%
MAC-婚链,--,--,--,"5,000万*",0%
ZXC-0xcert,--,¥0.011585,¥75.49万,--,+7.87%
AEG-Aegeus,--,--,--,"2,586.25万*",0%
ANON-ANON,--,¥0.9189,¥22032.75,--*,-0.17%
ATMI-Atonomi,--,¥0.010110,¥29.23万,--*,+10.09%
BGX-比格币,--,¥0.001817,¥120.91万,--*,-4.47%
NOS-nOS Token,--,¥0.2721,¥109.55万,--*,+4.11%
ONE-一链,--,--,--,41亿*,0%
BITF-BitF,--,--,--,230.61万,0%
RDC-Ordocoin,--,¥0.00004868,¥25728.07,--,+105.60%
BMC-BitMart Coin,--,¥0.063195,¥193.69,--,-2.95%
PKC-PikcioChain,--,--,--,"4,326.78万",0%
POSS-Posscoin,--,--,--,--*,0%
RBF-彩虹币,--,--,--,635万*,0%
CTIC2-Coimatic 2.0,--,--,--,"1,353.28万",0%
CPS-币爪世界,--,--,--,26.4亿*,0%
CMM-Commercium,--,--,--,"3,082.1万",0%
SAL-SalPay,--,--,--,--,0%
COU-Couchain,--,¥0.00005110,¥11.14万,--,+18.40%
SZC-易购币,--,¥0.047670,¥26392.15,--,-6.52%
SGN-Signals Network,--,--,--,"8,800.12万",0%
SMQ-SIMDAQ,--,--,--,"1,762.32万",0%
CVH-简历链,--,¥0.006739,¥18.9135,--,-0.46%
SPND-Spendcoin,--,¥5.8057,--,--,+18.45%
DHT-元链,--,--,--,50亿*,0%
TALAO-Talao,--,--,--,"1,022.69万",0%
ESHIP-ESHIP,--,--,--,--,0%
VLU-Valuto,--,¥0.022865,¥0.045011,--*,+35.95%
FT-Fabric Token,--,--,--,"2,459.36万",0%
VDG-VeriDocGlobal,--,¥0.016654,¥4456.41,--,+6.86%
FEX-FEX Token,--,--,--,"1,184万*",0%
VPP-VPP,--,¥0.000149,¥159.50,--*,+9.22%
VULC-Vulcano,--,¥0.027000,¥618.96,--*,-4.23%
FMF-宝岛金融,--,¥0.009653,¥32.47万,--,-0.37%
WT-WeToken,--,¥0.006906,¥14.37万,--,-9.58%
WFC-热点币,--,--,--,"1,500万*",0%
